parameter,value,MCMCprob
beta,0.7,-92.5345249114049
modelType,explicit,-92.5345249114049
alpha,8.8,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,8.8,-66.27107646555739
beta,0.6,-66.27107646555739
modelType,pragmatic,-66.27107646555739
alpha,8.8,-71.19767925347998
beta,0.6,-71.19767925347998
modelType,explicit,-71.19767925347998
alpha,8.8,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,8.8,-65.68623752310509
beta,0.5,-65.68623752310509
modelType,pragmatic,-65.68623752310509
alpha,8.8,-53.920714982380105
beta,0.5,-53.920714982380105
modelType,explicit,-53.920714982380105
alpha,8.8,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,8.8,-71.42927488937801
beta,0.4,-71.42927488937801
modelType,pragmatic,-71.42927488937801
alpha,8.8,-41.07515776492386
beta,0.4,-41.07515776492386
modelType,explicit,-41.07515776492386
alpha,8.8,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,8.8,-86.19429946645852
beta,0.3,-86.19429946645852
modelType,pragmatic,-86.19429946645852
alpha,8.8,-33.32564234032248
beta,0.3,-33.32564234032248
modelType,explicit,-33.32564234032248
alpha,8.8,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,8.8,-104.61707912567198
beta,0.2,-104.61707912567198
modelType,pragmatic,-104.61707912567198
alpha,8.8,-31.639501159514
beta,0.2,-31.639501159514
modelType,explicit,-31.639501159514
alpha,8.8,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,8.8,-123.08639551110686
beta,0.1,-123.08639551110686
modelType,pragmatic,-123.08639551110686
alpha,8.8,-37.20094126562992
beta,0.1,-37.20094126562992
modelType,explicit,-37.20094126562992
alpha,8.8,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,8.8,-144.92437809879203
beta,0,-144.92437809879203
modelType,pragmatic,-144.92437809879203
alpha,8.8,-51.20111716727081
beta,0,-51.20111716727081
modelType,explicit,-51.20111716727081
alpha,8.8,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,8.7,-149.61245514757238
beta,1,-149.61245514757238
modelType,pragmatic,-149.61245514757238
alpha,8.7,-179.26205767671036
beta,1,-179.26205767671036
modelType,explicit,-179.26205767671036
alpha,8.7,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,8.7,-113.46299851118255
beta,0.9,-113.46299851118255
modelType,pragmatic,-113.46299851118255
alpha,8.7,-146.4265829451448
beta,0.9,-146.4265829451448
modelType,explicit,-146.4265829451448
alpha,8.7,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,8.7,-87.32450266715159
beta,0.8,-87.32450266715159
modelType,pragmatic,-87.32450266715159
alpha,8.7,-117.54113579003685
beta,0.8,-117.54113579003685
modelType,explicit,-117.54113579003685
alpha,8.7,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,8.7,-70.45221633084124
beta,0.7,-70.45221633084124
modelType,pragmatic,-70.45221633084124
alpha,8.7,-92.55274584340856
beta,0.7,-92.55274584340856
modelType,explicit,-92.55274584340856
alpha,8.7,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,8.7,-62.818898484238844
beta,0.6,-62.818898484238844
modelType,pragmatic,-62.818898484238844
alpha,8.7,-71.46214632406844
beta,0.6,-71.46214632406844
modelType,explicit,-71.46214632406844
alpha,8.7,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,8.7,-61.83392058887694
beta,0.5,-61.83392058887694
modelType,pragmatic,-61.83392058887694
alpha,8.7,-54.41610074857897
beta,0.5,-54.41610074857897
modelType,explicit,-54.41610074857897
alpha,8.7,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,8.7,-67.1359685797766
beta,0.4,-67.1359685797766
modelType,pragmatic,-67.1359685797766
alpha,8.7,-41.78841968513399
beta,0.4,-41.78841968513399
modelType,explicit,-41.78841968513399
alpha,8.7,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,8.7,-81.26778487557557
beta,0.3,-81.26778487557557
modelType,pragmatic,-81.26778487557557
alpha,8.7,-34.23615322325554
beta,0.3,-34.23615322325554
modelType,explicit,-34.23615322325554
alpha,8.7,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,8.7,-99.26403076086535
beta,0.2,-99.26403076086535
modelType,pragmatic,-99.26403076086535
alpha,8.7,-32.70614177086947
beta,0.2,-32.70614177086947
modelType,explicit,-32.70614177086947
alpha,8.7,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,8.7,-117.56896118141145
beta,0.1,-117.56896118141145
modelType,pragmatic,-117.56896118141145
alpha,8.7,-38.34948046411313
beta,0.1,-38.34948046411313
modelType,explicit,-38.34948046411313
alpha,8.7,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,8.7,-139.19570037431805
beta,0,-139.19570037431805
modelType,pragmatic,-139.19570037431805
alpha,8.7,-52.3192237123634
beta,0,-52.3192237123634
modelType,explicit,-52.3192237123634
alpha,8.7,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,8.6,-145.79070372113927
beta,1,-145.79070372113927
modelType,pragmatic,-145.79070372113927
alpha,8.6,-178.38782541308103
beta,1,-178.38782541308103
modelType,explicit,-178.38782541308103
alpha,8.6,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,8.6,-110.10760496905226
beta,0.9,-110.10760496905226
modelType,pragmatic,-110.10760496905226
alpha,8.6,-145.90945589277322
beta,0.9,-145.90945589277322
modelType,explicit,-145.90945589277322
alpha,8.6,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,8.6,-84.23680254531348
beta,0.8,-84.23680254531348
modelType,pragmatic,-84.23680254531348
alpha,8.6,-117.33354868288882
beta,0.8,-117.33354868288882
modelType,explicit,-117.33354868288882
alpha,8.6,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,8.6,-67.37777971540727
beta,0.7,-67.37777971540727
modelType,pragmatic,-67.37777971540727
alpha,8.6,-92.61866447021106
beta,0.7,-92.61866447021106
modelType,explicit,-92.61866447021106
alpha,8.6,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,8.6,-59.438319920056074
beta,0.6,-59.438319920056074
modelType,pragmatic,-59.438319920056074
alpha,8.6,-71.77737803269828
beta,0.6,-71.77737803269828
modelType,explicit,-71.77737803269828
alpha,8.6,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,8.6,-58.05527209154428
beta,0.5,-58.05527209154428
modelType,pragmatic,-58.05527209154428
alpha,8.6,-54.96497874064028
beta,0.5,-54.96497874064028
modelType,explicit,-54.96497874064028
alpha,8.6,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,8.6,-62.91661679536566
beta,0.4,-62.91661679536566
modelType,pragmatic,-62.91661679536566
alpha,8.6,-42.55726034192634
beta,0.4,-42.55726034192634
modelType,explicit,-42.55726034192634
alpha,8.6,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,8.6,-76.41984359807566
beta,0.3,-76.41984359807566
modelType,pragmatic,-76.41984359807566
alpha,8.6,-35.20341236132947
beta,0.3,-35.20341236132947
modelType,explicit,-35.20341236132947
alpha,8.6,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,8.6,-93.98040788124086
beta,0.2,-93.98040788124086
modelType,pragmatic,-93.98040788124086
alpha,8.6,-33.8296962599041
beta,0.2,-33.8296962599041
modelType,explicit,-33.8296962599041
alpha,8.6,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,8.6,-112.10774687360396
beta,0.1,-112.10774687360396
modelType,pragmatic,-112.10774687360396
alpha,8.6,-39.55438607001008
beta,0.1,-39.55438607001008
modelType,explicit,-39.55438607001008
alpha,8.6,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,8.6,-133.51931306219961
beta,0,-133.51931306219961
modelType,pragmatic,-133.51931306219961
alpha,8.6,-53.493023394712
beta,0,-53.493023394712
modelType,explicit,-53.493023394712
alpha,8.6,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,8.5,-142.05559564734517
beta,1,-142.05559564734517
modelType,pragmatic,-142.05559564734517
alpha,8.5,-177.55401731856455
beta,1,-177.55401731856455
modelType,explicit,-177.55401731856455
alpha,8.5,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,8.5,-106.83389879526511
beta,0.9,-106.83389879526511
modelType,pragmatic,-106.83389879526511
alpha,8.5,-145.43528562069338
beta,0.9,-145.43528562069338
modelType,explicit,-145.43528562069338
alpha,8.5,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,8.5,-81.22246357744399
beta,0.8,-81.22246357744399
modelType,pragmatic,-81.22246357744399
alpha,8.5,-117.1719163336013
beta,0.8,-117.1719163336013
modelType,explicit,-117.1719163336013
alpha,8.5,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,8.5,-64.37265074351762
beta,0.7,-64.37265074351762
modelType,pragmatic,-64.37265074351762
alpha,8.5,-92.73375890803925
beta,0.7,-92.73375890803925
modelType,explicit,-92.73375890803925
alpha,8.5,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,8.5,-56.13282150148013
beta,0.6,-56.13282150148013
modelType,pragmatic,-56.13282150148013
alpha,8.5,-72.1449407486902
beta,0.6,-72.1449407486902
modelType,explicit,-72.1449407486902
alpha,8.5,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,8.5,-54.35424543195546
beta,0.5,-54.35424543195546
modelType,pragmatic,-54.35424543195546
alpha,8.5,-55.56898062252179
beta,0.5,-55.56898062252179
modelType,explicit,-55.56898062252179
alpha,8.5,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,8.5,-58.77546431967028
beta,0.4,-58.77546431967028
modelType,pragmatic,-58.77546431967028
alpha,8.5,-43.38334564952805
beta,0.4,-43.38334564952805
modelType,explicit,-43.38334564952805
alpha,8.5,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,8.5,-71.65498867503369
beta,0.3,-71.65498867503369
modelType,pragmatic,-71.65498867503369
alpha,8.5,-36.22908912233868
beta,0.3,-36.22908912233868
modelType,explicit,-36.22908912233868
alpha,8.5,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,8.5,-88.77108650124455
beta,0.2,-88.77108650124455
modelType,pragmatic,-88.77108650124455
alpha,8.5,-35.011815179825646
beta,0.2,-35.011815179825646
modelType,explicit,-35.011815179825646
alpha,8.5,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,8.5,-106.70769581766001
beta,0.1,-106.70769581766001
modelType,pragmatic,-106.70769581766001
alpha,8.5,-40.81727614248729
beta,0.1,-40.81727614248729
modelType,explicit,-40.81727614248729
alpha,8.5,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,8.5,-127.90030575116852
beta,0,-127.90030575116852
modelType,pragmatic,-127.90030575116852
alpha,8.5,-54.72409011577168
beta,0,-54.72409011577168
modelType,explicit,-54.72409011577168
alpha,8.5,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,8.4,-138.41021548375355
beta,1,-138.41021548375355
modelType,pragmatic,-138.41021548375355
alpha,8.4,-176.76186127538847
beta,1,-176.76186127538847
modelType,explicit,-176.76186127538847
alpha,8.4,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,8.4,-103.64474967679575
beta,0.9,-103.64474967679575
modelType,pragmatic,-103.64474967679575
alpha,8.4,-145.00540544878575
beta,0.9,-145.00540544878575
modelType,explicit,-145.00540544878575
alpha,8.4,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,8.4,-78.2845983009297
beta,0.8,-78.2845983009297
modelType,pragmatic,-78.2845983009297
alpha,8.4,-117.0576783643981
beta,0.8,-117.0576783643981
modelType,explicit,-117.0576783643981
alpha,8.4,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,8.4,-61.44028073002352
beta,0.7,-61.44028073002352
modelType,pragmatic,-61.44028073002352
alpha,8.4,-92.89957126056504
beta,0.7,-92.89957126056504
modelType,explicit,-92.89957126056504
alpha,8.4,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,8.4,-52.90613669741316
beta,0.6,-52.90613669741316
modelType,pragmatic,-52.90613669741316
alpha,8.4,-72.56646618751591
beta,0.6,-72.56646618751591
modelType,explicit,-72.56646618751591
alpha,8.4,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,8.4,-50.735072183563034
beta,0.5,-50.735072183563034
modelType,pragmatic,-50.735072183563034
alpha,8.4,-56.22980351306626
beta,0.5,-56.22980351306626
modelType,explicit,-56.22980351306626
alpha,8.4,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,8.4,-54.71707089237174
beta,0.4,-54.71707089237174
modelType,pragmatic,-54.71707089237174
alpha,8.4,-44.26840600934844
beta,0.4,-44.26840600934844
modelType,explicit,-44.26840600934844
alpha,8.4,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,8.4,-66.97806720054786
beta,0.3,-66.97806720054786
modelType,pragmatic,-66.97806720054786
alpha,8.4,-37.314915695808
beta,0.3,-37.314915695808
modelType,explicit,-37.314915695808
alpha,8.4,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,8.4,-83.6413302851123
beta,0.2,-83.6413302851123
modelType,pragmatic,-83.6413302851123
alpha,8.4,-36.25420989349362
beta,0.2,-36.25420989349362
modelType,explicit,-36.25420989349362
alpha,8.4,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,8.4,-101.37418228210225
beta,0.1,-101.37418228210225
modelType,pragmatic,-101.37418228210225
alpha,8.4,-42.1398273782919
beta,0.1,-42.1398273782919
modelType,explicit,-42.1398273782919
alpha,8.4,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,8.4,-122.34421219852675
beta,0,-122.34421219852675
modelType,pragmatic,-122.34421219852675
alpha,8.4,-56.01405430017712
beta,0,-56.01405430017712
modelType,explicit,-56.01405430017712
alpha,8.4,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,8.3,-134.85788553286196
beta,1,-134.85788553286196
modelType,pragmatic,-134.85788553286196
alpha,8.3,-176.01264228173363
beta,1,-176.01264228173363
modelType,explicit,-176.01264228173363
alpha,8.3,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,8.3,-100.54328253692962
beta,0.9,-100.54328253692962
modelType,pragmatic,-100.54328253692962
alpha,8.3,-144.62121026739175
beta,0.9,-144.62121026739175
modelType,explicit,-144.62121026739175
alpha,8.3,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,8.3,-75.42658226534759
beta,0.8,-75.42658226534759
modelType,pragmatic,-75.42658226534759
alpha,8.3,-116.99233965175574
beta,0.8,-116.99233965175574
modelType,explicit,-116.99233965175574
alpha,8.3,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,8.3,-58.58438992108984
beta,0.7,-58.58438992108984
modelType,pragmatic,-58.58438992108984
alpha,8.3,-93.11771147046824
beta,0.7,-93.11771147046824
modelType,explicit,-93.11771147046824
alpha,8.3,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,8.3,-49.762274141509636
beta,0.6,-49.762274141509636
modelType,pragmatic,-49.762274141509636
alpha,8.3,-73.04365520522464
beta,0.6,-73.04365520522464
modelType,explicit,-73.04365520522464
alpha,8.3,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,8.3,-47.20228472999469
beta,0.5,-47.20228472999469
modelType,pragmatic,-47.20228472999469
alpha,8.3,-56.94921367315465
beta,0.5,-56.94921367315465
modelType,explicit,-56.94921367315465
alpha,8.3,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,8.3,-50.74633632958637
beta,0.4,-50.74633632958637
modelType,pragmatic,-50.74633632958637
alpha,8.3,-45.2142398737202
beta,0.4,-45.2142398737202
modelType,explicit,-45.2142398737202
alpha,8.3,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,8.3,-62.394288703252926
beta,0.3,-62.394288703252926
modelType,pragmatic,-62.394288703252926
alpha,8.3,-38.462690542232
beta,0.3,-38.462690542232
modelType,explicit,-38.462690542232
alpha,8.3,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,8.3,-78.59682207862915
beta,0.2,-78.59682207862915
modelType,pragmatic,-78.59682207862915
alpha,8.3,-37.55865592499708
beta,0.2,-37.55865592499708
modelType,explicit,-37.55865592499708
alpha,8.3,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,8.3,-96.11304753743133
beta,0.1,-96.11304753743133
modelType,pragmatic,-96.11304753743133
alpha,8.3,-43.52377838217535
beta,0.1,-43.52377838217535
modelType,explicit,-43.52377838217535
alpha,8.3,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,8.3,-116.8570473141769
beta,0,-116.8570473141769
modelType,pragmatic,-116.8570473141769
alpha,8.3,-57.364606092908566
beta,0,-57.364606092908566
modelType,explicit,-57.364606092908566
alpha,8.3,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,8.2,-131.40218137780784
beta,1,-131.40218137780784
modelType,pragmatic,-131.40218137780784
alpha,8.2,-175.3077063282916
beta,1,-175.3077063282916
modelType,explicit,-175.3077063282916
alpha,8.2,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,8.2,-97.53289770353706
beta,0.9,-97.53289770353706
modelType,pragmatic,-97.53289770353706
alpha,8.2,-144.2841605873597
beta,0.9,-144.2841605873597
modelType,explicit,-144.2841605873597
alpha,8.2,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,8.2,-72.65207661792579
beta,0.8,-72.65207661792579
modelType,pragmatic,-72.65207661792579
alpha,8.2,-116.97747447402924
beta,0.8,-116.97747447402924
modelType,explicit,-116.97747447402924
alpha,8.2,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,8.2,-55.80899148177838
beta,0.7,-55.80899148177838
modelType,pragmatic,-55.80899148177838
alpha,8.2,-93.38986147990914
beta,0.7,-93.38986147990914
modelType,explicit,-93.38986147990914
alpha,8.2,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,8.2,-46.70554210182627
beta,0.6,-46.70554210182627
modelType,pragmatic,-46.70554210182627
alpha,8.2,-73.57828189409759
beta,0.6,-73.57828189409759
modelType,explicit,-73.57828189409759
alpha,8.2,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,8.2,-43.760740874776445
beta,0.5,-43.760740874776445
modelType,pragmatic,-43.760740874776445
alpha,8.2,-57.729050486030815
beta,0.5,-57.729050486030815
modelType,explicit,-57.729050486030815
alpha,8.2,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,8.2,-46.86852768813253
beta,0.4,-46.86852768813253
modelType,pragmatic,-46.86852768813253
alpha,8.2,-46.22271759644309
beta,0.4,-46.22271759644309
modelType,explicit,-46.22271759644309
alpha,8.2,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,8.2,-57.9092558258069
beta,0.3,-57.9092558258069
modelType,pragmatic,-57.9092558258069
alpha,8.2,-39.67428212511737
beta,0.3,-39.67428212511737
modelType,explicit,-39.67428212511737
alpha,8.2,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,8.2,-73.64369773281754
beta,0.2,-73.64369773281754
modelType,pragmatic,-73.64369773281754
alpha,8.2,-38.92699659180158
beta,0.2,-38.92699659180158
modelType,explicit,-38.92699659180158
alpha,8.2,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,8.2,-90.93063827606255
beta,0.1,-90.93063827606255
modelType,pragmatic,-90.93063827606255
alpha,8.2,-44.97093321594792
beta,0.1,-44.97093321594792
modelType,explicit,-44.97093321594792
alpha,8.2,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,8.2,-111.4453465892297
beta,0,-111.4453465892297
modelType,pragmatic,-111.4453465892297
alpha,8.2,-58.777498831505966
beta,0,-58.777498831505966
modelType,explicit,-58.777498831505966
alpha,8.2,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,8.1,-128.04694800113347
beta,1,-128.04694800113347
modelType,pragmatic,-128.04694800113347
alpha,8.1,-174.6484646163346
beta,1,-174.6484646163346
modelType,explicit,-174.6484646163346
alpha,8.1,-Infinity
beta,1,-Infinity
